2.2351742E-8;6.0796738E-6;0.0;
0.0;0.0;0.0;
0.0;2.3601549;1.1920929E-7;
0.0;4.8761573;0.0;
0.0;16.37692;1.4901161E-7;
0.0;1.1175871E-8;0.0;
2.3841858E-7;1.4156103E-7;4.7683716E-7;
1.4901161E-8;7.4505806E-6;2.9802322E-8;
1.1920929E-7;9.536743E-7;5.9604645E-8;
0.0;9.536743E-7;1.1920929E-7;
0.0;2.0861626E-7;0.0;
0.0;1.7881393E-7;8.940697E-8;
0.0;0.0;2.9802322E-8;
1.1920929E-7;2.3841858E-7;0.0;
5.9604645E-8;4.7683716E-7;0.0;
1.1920929E-7;24.247568;4.7683716E-7;
5.9604645E-8;4.4703484E-7;0.0;
1.9073486E-6;0.0;0.0;
1.1920929E-7;2.5182962E-6;0.0;
2.3841858E-7;2.9802322E-8;3.5762787E-7;
5.9604645E-8;4.7683716E-7;1.4901161E-8;
5.9604645E-8;5.9604645E-8;0.0;
0.0;0.0;1.1920929E-7;
2.9802322E-8;5.9604645E-8;5.9604645E-8;
0.0;1.1920929E-7;1.1920929E-7;
1.1920929E-7;1.7881393E-7;0.0;
5.9604645E-8;0.40162376;4.7683716E-7;
0.0;4.172325E-7;0.0;
5.9604645E-8;1.1920929E-7;1.1920929E-7;
2.9802322E-8;0.0;8.940697E-8;
2.9802322E-8;2.3841858E-7;0.0;
5.9604645E-8;3.33786E-6;0.0;
2.9802322E-8;1.1920929E-7;2.9802322E-8;
2.9802322E-8;2.9802322E-7;5.9604645E-8;
1.1920929E-7;2.3722649E-5;0.0;
5.9604645E-8;1.7881393E-7;0.0;
0.0;0.0;2.9802322E-8;
0.0;5.364418E-6;0.0;
0.0;1.1920929E-6;2.9802322E-8;
2.3841858E-7;848.34076;5.9604645E-8;
0.0;0.9819391;0.0;
0.0;5.9604645E-8;0.0;
1.1920929E-7;1.4901161E-7;0.0;
5.9604645E-8;1.1324883E-6;0.0;
0.0;1.21593475E-5;0.0;
0.0;2.9802322E-8;0.0;
0.0;25.372349;8.940697E-8;
1.4901161E-8;2.0861626E-7;3.7252903E-9;
1.1920929E-7;5.9604645E-8;7.1525574E-7;
1.4901161E-7;0.0;1.1920929E-7;
4.7683716E-7;0.0;0.0;
0.0;2.2963595;0.0;
0.0;1.9073486E-6;9.536743E-7;
1.7881393E-7;9.536743E-7;5.9604645E-8;
1.1920929E-7;30.322498;0.0;
0.0;3.0566487;0.0;
5.9604645E-8;3.4619756;3.2782555E-7;
1.1920929E-7;5.607662;1.4901161E-7;
1.7881393E-7;3.5762787E-7;2.9802322E-8;
0.0;2.3841858E-7;1.1920929E-7;
0.0;1.3411045E-6;2.3841858E-7;
0.0;5.364418E-7;0.0;
0.0;0.0;0.0;
3.5762787E-7;1.0430813E-7;4.7683716E-7;
1.4901161E-8;5.9604645E-8;0.0;
1.013279E-6;2.1576881E-5;2.3841858E-7;
2.3841858E-7;4.7683716E-7;1.1920929E-7;
0.0;1.1920929E-7;2.3841858E-7;
0.0;0.090919435;2.2351742E-8;
5.9604645E-8;1.5258789E-4;1.1920929E-7;
1.1920929E-7;1.1920929E-7;3.5762787E-7;
5.9604645E-8;1.1920929E-7;0.0;
1.1920929E-7;3.5762787E-7;8.940697E-7;
2.3841858E-7;0.0;0.0;
0.0;5.9604645E-8;2.3841858E-7;
5.9604645E-8;5.096197E-6;0.0;
5.9604645E-8;0.0;5.9604645E-8;
0.0;0.73728156;2.9802322E-8;
1.9073486E-6;1.513958E-5;1.013279E-6;
2.9802322E-8;12.450905;0.0;
0.0;16.514395;0.0;
0.0;2.9802322E-8;2.9802322E-8;
1.1920929E-7;1.7881393E-7;5.364418E-7;
0.0;0.43589044;0.0;
0.0;2.1920214;0.0;
5.9604645E-8;0.0;0.0;
1.1920929E-7;5.9604645E-8;1.1920929E-7;
0.0;2.2888184E-5;3.5762787E-7;
1.1920929E-7;787.33997;5.9604645E-8;
3.5762787E-7;2.861023E-6;6.556511E-7;
5.9604645E-8;8.319383;2.9802322E-8;
5.9604645E-8;2.3841858E-7;1.1920929E-7;
0.0;5.9604645E-8;5.9604645E-8;
3.5762787E-7;5.9604645E-7;2.3841858E-7;
7.4505806E-8;2.3841858E-6;2.9802322E-8;
1.1920929E-7;1.66893E-6;2.3841858E-7;
0.0;8.940697E-8;1.4901161E-8;
5.9604645E-8;2.7134662;0.0;
0.0;1.7881393E-7;2.9802322E-8;
5.9604645E-8;0.4942478;1.1920929E-7;
0.0;6.7063313;5.9604645E-8;
