2.2351742E-8;0.0;0.0
0.0;2.220446049250313E-16;0.0
0.0;1.1102230246251565E-16;0.0
0.0;2.220446049250313E-16;0.0
0.0;0.0;0.0
0.0;0.0;0.0
2.3841858E-7;0.0;0.0
1.4901161E-8;5.551115123125783E-16;0.0
1.1920929E-7;0.0;0.0
0.0;0.0;0.0
0.0;9.992007221626409E-16;0.0
0.0;0.0;0.0
0.0;6.106226635438361E-16;0.0
1.1920929E-7;0.0;0.0
5.9604645E-8;2.220446049250313E-16;0.0
1.1920929E-7;0.0;0.0
5.9604645E-8;0.0;0.0
1.9073486E-6;0.0;0.0
1.1920929E-7;2.7755575615628914E-16;0.0
2.3841858E-7;0.0;0.0
5.9604645E-8;0.0;0.0
5.9604645E-8;1.8318679906315083E-15;0.0
0.0;0.0;0.0
2.9802322E-8;2.7755575615628914E-17;0.0
0.0;0.0;0.0
1.1920929E-7;0.0;0.0
5.9604645E-8;0.0;0.0
0.0;5.551115123125783E-17;0.0
5.9604645E-8;4.440892098500626E-16;0.0
2.9802322E-8;0.0;0.0
2.9802322E-8;0.0;0.0
5.9604645E-8;2.220446049250313E-16;0.0
2.9802322E-8;0.0;0.0
2.9802322E-8;8.881784197001252E-16;0.0
1.1920929E-7;0.0;0.0
5.9604645E-8;3.3306690738754696E-16;0.0
0.0;0.0;0.0
0.0;1.1102230246251565E-16;0.0
0.0;2.220446049250313E-16;0.0
2.3841858E-7;1.1102230246251565E-16;0.0
0.0;0.0;0.0
0.0;0.0;0.0
1.1920929E-7;1.1102230246251565E-16;0.0
5.9604645E-8;1.1102230246251565E-16;0.0
0.0;2.220446049250313E-16;0.0
0.0;2.220446049250313E-16;0.0
0.0;2.220446049250313E-16;0.0
1.4901161E-8;4.440892098500626E-16;0.0
1.1920929E-7;1.1102230246251565E-16;0.0
1.4901161E-7;0.0;0.0
4.7683716E-7;5.551115123125783E-16;0.0
0.0;1.5543122344752192E-15;0.0
0.0;1.1102230246251565E-16;0.0
1.7881393E-7;1.1102230246251565E-16;0.0
1.1920929E-7;1.1102230246251565E-16;0.0
0.0;2.220446049250313E-16;0.0
5.9604645E-8;2.220446049250313E-16;0.0
1.1920929E-7;5.551115123125783E-17;0.0
1.7881393E-7;2.220446049250313E-16;0.0
0.0;0.0;0.0
0.0;5.551115123125783E-17;0.0
0.0;5.551115123125783E-17;0.0
0.0;5.551115123125783E-17;0.0
3.5762787E-7;0.0;0.0
1.4901161E-8;4.440892098500626E-16;0.0
1.013279E-6;1.1102230246251565E-16;0.0
2.3841858E-7;1.3322676295501878E-15;0.0
0.0;8.881784197001252E-16;0.0
0.0;1.1102230246251565E-16;0.0
5.9604645E-8;5.551115123125783E-17;0.0
1.1920929E-7;1.1102230246251565E-16;0.0
5.9604645E-8;0.0;0.0
1.1920929E-7;0.0;0.0
2.3841858E-7;0.0;0.0
0.0;4.440892098500626E-16;0.0
5.9604645E-8;2.220446049250313E-16;0.0
5.9604645E-8;1.2434497875801753E-14;0.0
0.0;0.0;0.0
1.9073486E-6;0.0;0.0
2.9802322E-8;1.1102230246251565E-16;0.0
0.0;0.0;0.0
0.0;1.5543122344752192E-15;0.0
1.1920929E-7;1.6653345369377348E-16;0.0
0.0;4.163336342344337E-17;0.0
0.0;2.609024107869118E-15;0.0
5.9604645E-8;1.1102230246251565E-16;0.0
1.1920929E-7;1.1102230246251565E-16;0.0
0.0;0.0;0.0
1.1920929E-7;0.0;0.0
3.5762787E-7;5.551115123125783E-17;0.0
5.9604645E-8;7.771561172376096E-16;0.0
5.9604645E-8;0.0;0.0
0.0;2.7755575615628914E-16;0.0
3.5762787E-7;1.1102230246251565E-16;0.0
7.4505806E-8;0.0;0.0
1.1920929E-7;1.1102230246251565E-16;0.0
0.0;1.1102230246251565E-16;0.0
5.9604645E-8;8.326672684688674E-17;0.0
0.0;0.0;0.0
5.9604645E-8;2.220446049250313E-16;0.0
0.0;0.0;0.0
